,Päivämäärä,Kaisaniemi/Eläintarhanlahti,weekday,day,year,hour,month,Clouds,AirPhPa,RHpercent,RainmmH,Snowcm,ToC,DewToC,Visibilitym,Winddirdeg,Gustms,Windms
842,ti 5 helmi 2019 02:00,0,ti,5,2019,2,2,7,1019.1,87,0.0,39,-2.7,-4.6,44260,258,2.01,1.02
843,ti 5 helmi 2019 03:00,0,ti,5,2019,3,2,7,1018.8,88,0.0,39,-0.5,-2.3,48360,219,6.03,3.06
844,ti 5 helmi 2019 04:00,0,ti,5,2019,4,2,7,1018.4,89,0.0,38,-0.3,-1.9,3470,214,9.02,5.09
845,ti 5 helmi 2019 05:00,5,ti,5,2019,5,2,7,1018.0,91,0.0,38,-0.2,-1.5,6320,214,8.07,5.0
846,ti 5 helmi 2019 06:00,7,ti,5,2019,6,2,7,1017.3,95,0.02,38,0.0,-0.8,3600,191,8.01,4.08
847,ti 5 helmi 2019 07:00,18,ti,5,2019,7,2,7,1016.7,96,0.07,38,0.1,-0.5,1230,203,9.01,5.04
848,ti 5 helmi 2019 08:00,32,ti,5,2019,8,2,7,1016.3,97,0.05,39,0.3,-0.1,1710,209,9.09,6.08
849,ti 5 helmi 2019 09:00,11,ti,5,2019,9,2,7,1016.0,96,0.0,39,0.6,0.01,6240,215,9.08,6.06
850,ti 5 helmi 2019 10:00,3,ti,5,2019,10,2,8,1016.0,94,0.0,39,0.8,0.0,8620,211,12.07,7.04
851,ti 5 helmi 2019 11:00,5,ti,5,2019,11,2,8,1016.2,90,0.05,39,1.1,-0.3,11980,212,11.04,6.07
852,ti 5 helmi 2019 12:00,5,ti,5,2019,12,2,8,1016.1,91,0.05,39,1.0,-0.3,13890,211,13.02,7.06
853,ti 5 helmi 2019 13:00,3,ti,5,2019,13,2,8,1016.1,90,0.0,39,1.0,-0.5,8550,211,12.03,7.08
854,ti 5 helmi 2019 14:00,5,ti,5,2019,14,2,8,1016.1,94,0.05,39,0.5,-0.4,1490,211,10.08,7.0
855,ti 5 helmi 2019 15:00,14,ti,5,2019,15,2,8,1015.9,92,0.0,39,0.2,-0.9,2870,205,12.05,8.01
856,ti 5 helmi 2019 16:00,39,ti,5,2019,16,2,8,1015.8,92,0.0,39,0.1,-1.1,2130,207,12.08,7.0
857,ti 5 helmi 2019 17:00,23,ti,5,2019,17,2,8,1015.5,95,0.02,39,-0.2,-1.0,940,207,12.06,7.04
858,ti 5 helmi 2019 18:00,16,ti,5,2019,18,2,8,1015.4,97,0.05,40,-0.4,-0.8,1530,209,13.07,7.03
859,ti 5 helmi 2019 19:00,11,ti,5,2019,19,2,8,1015.2,95,0.0,40,-0.6,-1.2,2390,206,13.01,7.08
860,ti 5 helmi 2019 20:00,8,ti,5,2019,20,2,8,1014.8,97,0.05,40,-0.7,-1.1,1870,205,11.07,7.02
861,ti 5 helmi 2019 21:00,4,ti,5,2019,21,2,8,1014.5,95,0.05,41,-0.4,-1.1,2830,212,9.06,5.07
862,ti 5 helmi 2019 22:00,2,ti,5,2019,22,2,8,1014.1,95,0.0,41,-0.4,-1.0,1660,213,9.08,6.04
863,ti 5 helmi 2019 23:00,2,ti,5,2019,23,2,8,1013.7,96,0.0,41,-0.2,-0.8,3890,217,9.06,5.01
864,ke 6 helmi 2019 00:00,0,ke,6,2019,0,2,8,1013.6,95,0.0,42,-0.2,-0.9,7610,216,9.01,5.07
865,ke 6 helmi 2019 01:00,1,ke,6,2019,1,2,7,1013.5,95,0.0,41,-0.4,-1.1,7410,207,8.05,5.0
866,ke 6 helmi 2019 02:00,2,ke,6,2019,2,2,7,1013.2,95,0.0,41,-0.6,-1.3,2500,205,9.02,5.03
867,ke 6 helmi 2019 03:00,0,ke,6,2019,3,2,8,1012.9,95,0.04,41,-0.7,-1.4,930,212,7.09,4.07
868,ke 6 helmi 2019 04:00,0,ke,6,2019,4,2,8,1012.6,95,0.0,42,-0.9,-1.7,3050,207,7.04,5.0
869,ke 6 helmi 2019 05:00,3,ke,6,2019,5,2,8,1012.3,96,0.07,42,-1.0,-1.6,1260,214,5.05,3.04
870,ke 6 helmi 2019 06:00,4,ke,6,2019,6,2,7,1012.0,96,0.05,43,-1.0,-1.5,1260,223,4.09,3.02
871,ke 6 helmi 2019 07:00,22,ke,6,2019,7,2,7,1011.9,96,0.0,43,-1.0,-1.6,2560,231,3.05,2.01
872,ke 6 helmi 2019 08:00,40,ke,6,2019,8,2,8,1011.9,96,0.04,43,-0.9,-1.5,3080,262,3.07,2.04
873,ke 6 helmi 2019 09:00,14,ke,6,2019,9,2,8,1012.4,96,0.05,44,-1.0,-1.6,1160,267,3.04,2.07
874,ke 6 helmi 2019 10:00,8,ke,6,2019,10,2,7,1013.5,92,0.0,44,-2.7,-3.8,9820,329,8.03,5.04
875,ke 6 helmi 2019 11:00,12,ke,6,2019,11,2,1,1014.7,87,0.0,43,-5.6,-7.5,7750,335,8.03,5.08
876,ke 6 helmi 2019 12:00,15,ke,6,2019,12,2,0,1015.7,84,0.0,43,-6.5,-8.7,7170,342,7.03,4.07
877,ke 6 helmi 2019 13:00,7,ke,6,2019,13,2,0,1016.5,81,0.0,43,-6.4,-9.1,24550,335,7.04,4.06
878,ke 6 helmi 2019 14:00,14,ke,6,2019,14,2,0,1017.0,78,0.0,43,-6.0,-9.2,18810,333,6.04,4.09
879,ke 6 helmi 2019 15:00,18,ke,6,2019,15,2,0,1017.8,79,0.0,43,-5.8,-8.8,20930,322,6.05,4.05
880,ke 6 helmi 2019 16:00,40,ke,6,2019,16,2,0,1018.5,78,0.0,43,-5.7,-8.9,37380,320,5.07,4.03
881,ke 6 helmi 2019 17:00,27,ke,6,2019,17,2,0,1018.9,79,0.0,43,-6.3,-9.3,33710,288,4.03,3.0
882,ke 6 helmi 2019 18:00,7,ke,6,2019,18,2,0,1019.3,82,0.0,43,-7.0,-9.5,38290,291,4.09,3.06
883,ke 6 helmi 2019 19:00,12,ke,6,2019,19,2,3,1019.6,88,0.0,43,-7.6,-9.2,34640,313,5.06,2.05
884,ke 6 helmi 2019 20:00,7,ke,6,2019,20,2,8,1019.5,94,0.0,43,-6.5,-7.4,10430,286,3.0,1.07
885,ke 6 helmi 2019 21:00,3,ke,6,2019,21,2,8,1019.5,95,0.0,43,-5.8,-6.5,10330,251,4.05,2.07
886,ke 6 helmi 2019 22:00,1,ke,6,2019,22,2,8,1019.2,95,0.0,42,-5.9,-6.5,8980,258,4.01,2.05
887,ke 6 helmi 2019 23:00,0,ke,6,2019,23,2,8,1019.1,95,0.0,42,-4.2,-4.9,26500,227,3.05,2.01
888,to 7 helmi 2019 00:00,3,to,7,2019,0,2,8,1018.5,90,0.0,42,-2.0,-3.4,42250,219,5.03,3.02
889,to 7 helmi 2019 01:00,5,to,7,2019,1,2,8,1018.2,88,0.0,42,-1.8,-3.4,48840,245,4.05,2.08
890,to 7 helmi 2019 02:00,0,to,7,2019,2,2,8,1017.8,93,0.0,43,-1.7,-2.7,4510,219,8.03,4.06
891,to 7 helmi 2019 03:00,0,to,7,2019,3,2,8,1017.0,91,0.0,43,-2.0,-3.2,21230,213,9.03,5.04
892,to 7 helmi 2019 04:00,1,to,7,2019,4,2,7,1016.2,90,0.0,43,-2.5,-3.9,47670,180,6.07,4.01
893,to 7 helmi 2019 05:00,1,to,7,2019,5,2,7,1015.4,90,0.0,43,-2.0,-3.4,47250,181,8.04,5.03
894,to 7 helmi 2019 06:00,7,to,7,2019,6,2,7,1014.1,89,0.0,43,-1.8,-3.3,46110,179,8.08,5.04
895,to 7 helmi 2019 07:00,20,to,7,2019,7,2,8,1012.7,94,0.05,44,-1.7,-2.5,890,183,10.03,5.03
896,to 7 helmi 2019 08:00,41,to,7,2019,8,2,8,1011.2,96,0.07,46,-1.5,-2.1,2520,186,8.04,4.04
897,to 7 helmi 2019 09:00,17,to,7,2019,9,2,8,1010.0,96,0.07,46,-1.1,-1.7,1220,190,9.08,5.06
898,to 7 helmi 2019 10:00,3,to,7,2019,10,2,8,1009.1,96,0.0,46,-0.7,-1.3,6270,194,11.0,6.04
899,to 7 helmi 2019 11:00,5,to,7,2019,11,2,8,1008.8,95,0.02,46,-0.4,-1.2,1390,207,14.07,7.06
900,to 7 helmi 2019 12:00,4,to,7,2019,12,2,8,1008.7,96,0.02,46,-0.2,-0.7,1840,209,9.04,5.09
901,to 7 helmi 2019 13:00,2,to,7,2019,13,2,8,1008.2,97,0.0,46,0.5,0.0,13360,227,11.0,5.04
902,to 7 helmi 2019 14:00,7,to,7,2019,14,2,8,1008.0,96,0.0,46,1.0,0.04,6800,238,7.08,4.09
903,to 7 helmi 2019 15:00,15,to,7,2019,15,2,8,1008.3,98,0.0,46,1.4,1.01,5060,245,7.01,4.03
904,to 7 helmi 2019 16:00,36,to,7,2019,16,2,8,1008.4,94,0.0,46,1.6,0.07,15150,262,5.06,3.09
905,to 7 helmi 2019 17:00,16,to,7,2019,17,2,8,1008.9,91,0.0,45,1.7,0.03,31720,241,6.0,3.07
906,to 7 helmi 2019 18:00,24,to,7,2019,18,2,8,1009.5,93,0.0,45,1.4,0.05,18160,237,7.0,4.04
907,to 7 helmi 2019 19:00,7,to,7,2019,19,2,8,1009.8,91,0.0,45,1.5,0.03,36050,249,6.0,3.03
908,to 7 helmi 2019 20:00,7,to,7,2019,20,2,7,1009.9,90,0.0,45,1.5,0.01,42920,252,5.02,3.06
909,to 7 helmi 2019 21:00,3,to,7,2019,21,2,7,1009.9,90,0.0,45,1.5,0.01,45280,250,4.02,2.05
910,to 7 helmi 2019 22:00,7,to,7,2019,22,2,7,1010.1,92,0.0,44,1.1,0.0,38240,224,4.09,2.09
911,to 7 helmi 2019 23:00,0,to,7,2019,23,2,8,1010.4,95,0.0,44,1.4,0.07,12820,218,5.03,3.02
912,pe 8 helmi 2019 00:00,2,pe,8,2019,0,2,8,1010.5,95,0.0,44,1.4,0.07,10530,207,7.01,3.03
913,pe 8 helmi 2019 01:00,3,pe,8,2019,1,2,8,1010.3,96,0.0,44,1.3,0.07,10040,203,6.07,3.06
914,pe 8 helmi 2019 02:00,0,pe,8,2019,2,2,8,1009.8,96,0.0,44,1.3,0.07,10860,171,7.01,4.05
915,pe 8 helmi 2019 03:00,0,pe,8,2019,3,2,7,1009.3,95,0.0,44,1.1,0.05,8750,163,8.05,4.06
916,pe 8 helmi 2019 04:00,0,pe,8,2019,4,2,8,1008.0,96,0.0,44,0.9,0.03,5150,147,7.09,5.02
917,pe 8 helmi 2019 05:00,3,pe,8,2019,5,2,8,1007.5,96,0.0,44,0.9,0.03,7100,143,8.02,4.08
918,pe 8 helmi 2019 06:00,7,pe,8,2019,6,2,8,1006.4,96,0.0,43,1.0,0.04,5930,139,8.06,4.09
919,pe 8 helmi 2019 07:00,19,pe,8,2019,7,2,7,1006.1,96,0.0,43,1.0,0.05,3710,154,7.05,4.01
920,pe 8 helmi 2019 08:00,37,pe,8,2019,8,2,7,1005.3,94,0.0,43,1.2,0.04,6200,148,7.01,4.08
921,pe 8 helmi 2019 09:00,20,pe,8,2019,9,2,7,1004.5,89,0.0,43,1.2,-0.5,9180,171,6.05,4.02
922,pe 8 helmi 2019 10:00,9,pe,8,2019,10,2,7,1004.1,87,0.0,43,1.1,-0.8,9920,178,8.0,4.06
923,pe 8 helmi 2019 11:00,3,pe,8,2019,11,2,7,1003.9,87,0.0,42,1.1,-0.7,7640,190,8.06,4.05
924,pe 8 helmi 2019 12:00,11,pe,8,2019,12,2,8,1003.7,92,0.0,42,0.9,-0.3,8240,193,7.06,4.04
925,pe 8 helmi 2019 13:00,5,pe,8,2019,13,2,7,1003.5,89,0.0,42,1.4,-0.3,8490,205,10.02,5.05
926,pe 8 helmi 2019 14:00,12,pe,8,2019,14,2,8,1002.8,91,0.0,42,1.3,-0.1,7940,177,6.03,4.01
927,pe 8 helmi 2019 15:00,29,pe,8,2019,15,2,8,1002.1,93,0.0,42,1.5,0.05,5260,190,10.07,6.02
928,pe 8 helmi 2019 16:00,27,pe,8,2019,16,2,8,1001.5,93,0.0,41,1.6,0.07,4540,191,11.03,6.04
929,pe 8 helmi 2019 17:00,26,pe,8,2019,17,2,7,1001.2,93,0.0,41,1.8,0.07,5570,193,11.02,6.03
930,pe 8 helmi 2019 18:00,14,pe,8,2019,18,2,8,1001.0,95,0.0,40,1.7,1.0,4720,197,11.04,6.0
931,pe 8 helmi 2019 19:00,4,pe,8,2019,19,2,8,1000.9,93,0.0,39,2.4,1.04,6840,207,11.08,7.02
932,pe 8 helmi 2019 20:00,7,pe,8,2019,20,2,8,1000.9,95,0.0,39,2.2,1.05,8110,219,13.03,7.07
933,pe 8 helmi 2019 21:00,5,pe,8,2019,21,2,8,1000.9,94,0.0,38,2.2,1.04,12020,222,12.02,7.05
934,pe 8 helmi 2019 22:00,2,pe,8,2019,22,2,8,1001.2,94,0.0,38,2.1,1.02,10900,222,10.08,6.06
935,pe 8 helmi 2019 23:00,1,pe,8,2019,23,2,8,1001.3,94,0.0,37,2.0,1.01,14170,221,10.06,6.06
936,la 9 helmi 2019 00:00,1,la,9,2019,0,2,7,1001.7,90,0.0,37,2.3,0.08,36170,234,11.03,6.01
937,la 9 helmi 2019 01:00,0,la,9,2019,1,2,8,1002.3,85,0.0,37,2.3,0.0,38700,256,8.07,5.0
938,la 9 helmi 2019 02:00,0,la,9,2019,2,2,8,1002.8,86,0.0,37,2.4,0.02,46230,241,7.03,4.03
939,la 9 helmi 2019 03:00,1,la,9,2019,3,2,8,1003.4,89,0.0,36,2.6,1.0,31940,236,11.0,6.04
940,la 9 helmi 2019 04:00,0,la,9,2019,4,2,8,1003.6,90,0.0,35,2.4,1.0,24100,240,10.06,5.06
941,la 9 helmi 2019 05:00,0,la,9,2019,5,2,7,1003.6,91,0.0,35,2.3,1.0,18640,227,8.06,4.09
942,la 9 helmi 2019 06:00,1,la,9,2019,6,2,7,1003.8,93,0.0,34,1.9,0.08,13300,227,9.01,5.07
943,la 9 helmi 2019 07:00,3,la,9,2019,7,2,7,1003.5,94,0.0,34,1.7,0.09,6700,228,8.0,4.06
944,la 9 helmi 2019 08:00,0,la,9,2019,8,2,7,1003.0,95,0.0,34,1.9,1.01,8210,214,7.08,4.05
945,la 9 helmi 2019 09:00,0,la,9,2019,9,2,7,1002.9,92,0.0,34,2.3,1.02,10120,211,10.06,6.05
946,la 9 helmi 2019 10:00,2,la,9,2019,10,2,7,1002.8,92,0.0,34,2.2,1.01,8230,207,11.01,6.09
947,la 9 helmi 2019 11:00,0,la,9,2019,11,2,7,1002.7,94,0.0,34,1.8,0.09,5890,195,9.06,5.08
948,la 9 helmi 2019 12:00,5,la,9,2019,12,2,7,1002.3,94,0.0,34,1.8,0.09,5620,188,9.07,5.08
949,la 9 helmi 2019 13:00,2,la,9,2019,13,2,7,1001.9,92,0.0,33,2.0,0.08,8910,192,7.02,4.01
950,la 9 helmi 2019 14:00,1,la,9,2019,14,2,7,1001.3,93,1.01,33,1.9,0.09,4070,206,8.08,5.0
951,la 9 helmi 2019 15:00,1,la,9,2019,15,2,7,1000.8,94,0.05,33,1.7,0.08,3670,203,7.04,4.04
952,la 9 helmi 2019 16:00,1,la,9,2019,16,2,7,1000.2,94,0.07,33,1.7,0.09,4240,193,9.02,5.0
953,la 9 helmi 2019 17:00,1,la,9,2019,17,2,7,999.8,93,0.0,33,2.0,0.09,7710,193,8.03,4.07
954,la 9 helmi 2019 18:00,1,la,9,2019,18,2,7,999.4,92,1.03,32,1.7,0.06,4980,192,9.05,5.05
955,la 9 helmi 2019 19:00,5,la,9,2019,19,2,7,998.7,93,0.0,32,1.9,0.09,8000,184,7.09,4.09
956,la 9 helmi 2019 20:00,8,la,9,2019,20,2,7,998.5,92,0.0,32,2.1,1.0,11820,180,8.04,4.06
957,la 9 helmi 2019 21:00,0,la,9,2019,21,2,7,998.0,91,0.0,32,2.1,0.09,12500,185,7.0,4.01
958,la 9 helmi 2019 22:00,0,la,9,2019,22,2,7,997.4,87,0.0,32,2.4,0.05,13830,192,10.02,4.09
959,la 9 helmi 2019 23:00,0,la,9,2019,23,2,7,997.1,89,0.03,32,2.1,0.04,8620,188,8.04,4.06
960,su 10 helmi 2019 00:00,1,su,10,2019,0,2,7,996.4,86,0.0,32,2.2,0.01,11150,183,10.02,5.02
961,su 10 helmi 2019 01:00,0,su,10,2019,1,2,7,995.8,88,0.08,32,1.9,0.02,5680,184,9.06,5.04
962,su 10 helmi 2019 02:00,0,su,10,2019,2,2,7,995.4,91,0.02,32,1.7,0.04,6160,187,9.05,4.08
963,su 10 helmi 2019 03:00,0,su,10,2019,3,2,7,995.0,96,0.07,31,0.6,0.0,1430,192,10.02,5.03
964,su 10 helmi 2019 04:00,0,su,10,2019,4,2,7,994.6,97,0.08,32,0.6,0.02,2710,194,8.05,4.06
965,su 10 helmi 2019 05:00,1,su,10,2019,5,2,7,994.2,96,0.0,32,1.5,0.09,8850,209,9.04,5.09
966,su 10 helmi 2019 06:00,0,su,10,2019,6,2,7,993.7,96,0.0,32,1.7,1.01,7640,189,9.01,4.09
967,su 10 helmi 2019 07:00,0,su,10,2019,7,2,7,993.1,96,0.03,31,1.9,1.03,3120,177,9.03,5.04
968,su 10 helmi 2019 08:00,2,su,10,2019,8,2,7,992.5,95,0.02,31,1.9,1.02,6900,177,10.07,6.01
969,su 10 helmi 2019 09:00,0,su,10,2019,9,2,7,992.4,94,0.05,31,1.8,0.09,8620,187,12.01,6.02
970,su 10 helmi 2019 10:00,3,su,10,2019,10,2,7,992.2,95,0.0,31,1.8,1.01,15180,184,11.08,6.05
971,su 10 helmi 2019 11:00,0,su,10,2019,11,2,8,992.2,96,0.0,31,2.1,1.06,7650,192,12.0,5.09
972,su 10 helmi 2019 12:00,2,su,10,2019,12,2,8,992.2,96,0.0,31,2.4,1.09,3780,194,11.02,5.06
973,su 10 helmi 2019 13:00,3,su,10,2019,13,2,8,992.3,96,0.0,31,2.8,2.01,5850,202,11.09,6.07
974,su 10 helmi 2019 14:00,5,su,10,2019,14,2,8,992.4,96,0.0,31,2.6,2.01,5890,208,11.02,7.03
975,su 10 helmi 2019 15:00,4,su,10,2019,15,2,8,992.8,93,0.0,31,2.9,1.09,12710,218,12.05,7.08
976,su 10 helmi 2019 16:00,3,su,10,2019,16,2,8,993.3,91,0.0,30,2.8,1.05,12210,225,11.09,6.07
977,su 10 helmi 2019 17:00,1,su,10,2019,17,2,8,993.8,88,0.0,30,2.9,1.01,12530,223,10.06,6.01
978,su 10 helmi 2019 18:00,0,su,10,2019,18,2,8,994.5,87,0.0,30,3.0,1.0,13060,221,10.09,7.0
979,su 10 helmi 2019 19:00,2,su,10,2019,19,2,8,994.7,88,0.0,30,2.7,1.0,12990,214,11.09,6.05
980,su 10 helmi 2019 20:00,2,su,10,2019,20,2,8,994.9,89,0.0,30,2.6,1.0,12780,214,9.03,5.06
981,su 10 helmi 2019 21:00,1,su,10,2019,21,2,8,995.1,86,0.0,30,2.6,0.05,14350,207,13.04,7.01
982,su 10 helmi 2019 22:00,0,su,10,2019,22,2,8,995.4,85,0.0,29,2.6,0.03,15940,218,10.04,5.04
983,su 10 helmi 2019 23:00,0,su,10,2019,23,2,8,995.7,87,0.0,29,2.7,0.08,16140,205,11.0,7.02
984,ma 11 helmi 2019 00:00,1,ma,11,2019,0,2,8,995.8,92,0.0,29,2.2,1.0,12680,196,8.02,4.06
985,ma 11 helmi 2019 01:00,0,ma,11,2019,1,2,7,995.9,93,0.0,29,2.0,1.0,6110,190,6.03,3.07
986,ma 11 helmi 2019 02:00,0,ma,11,2019,2,2,8,996.0,93,0.0,29,2.1,1.02,14190,185,6.02,3.06
987,ma 11 helmi 2019 03:00,0,ma,11,2019,3,2,8,996.0,92,0.0,29,2.1,1.0,16820,184,7.04,4.07
988,ma 11 helmi 2019 04:00,0,ma,11,2019,4,2,8,995.7,94,0.0,29,1.9,1.0,13740,164,5.03,3.04
989,ma 11 helmi 2019 05:00,2,ma,11,2019,5,2,8,995.4,94,0.0,29,1.8,0.09,15700,165,7.05,4.07
990,ma 11 helmi 2019 06:00,12,ma,11,2019,6,2,8,995.0,93,0.0,29,1.8,0.08,12060,159,6.08,4.05
991,ma 11 helmi 2019 07:00,15,ma,11,2019,7,2,8,994.5,94,0.03,29,1.8,1.0,7440,135,5.09,3.06
992,ma 11 helmi 2019 08:00,42,ma,11,2019,8,2,8,994.1,97,0.08,28,1.5,1.0,2340,123,5.01,3.04
993,ma 11 helmi 2019 09:00,30,ma,11,2019,9,2,7,993.9,97,0.05,28,1.5,1.01,4830,124,6.0,3.08
994,ma 11 helmi 2019 10:00,2,ma,11,2019,10,2,8,993.8,97,0.08,28,0.7,0.03,1620,113,5.07,4.02
995,ma 11 helmi 2019 11:00,3,ma,11,2019,11,2,8,993.4,98,0.05,28,0.6,0.02,2260,109,4.09,3.03
996,ma 11 helmi 2019 12:00,10,ma,11,2019,12,2,8,993.5,98,0.0,28,0.7,0.04,5310,115,4.03,3.02
997,ma 11 helmi 2019 13:00,6,ma,11,2019,13,2,8,993.0,98,0.0,28,1.0,0.07,6160,97,3.05,2.06
998,ma 11 helmi 2019 14:00,6,ma,11,2019,14,2,8,993.3,96,0.0,28,1.4,0.09,12340,158,4.07,2.0
999,ma 11 helmi 2019 15:00,20,ma,11,2019,15,2,8,993.4,96,0.0,28,1.4,0.08,6310,192,4.05,2.03
1000,ma 11 helmi 2019 16:00,37,ma,11,2019,16,2,8,993.2,96,0.0,28,1.4,0.09,6070,178,4.05,2.05
1001,ma 11 helmi 2019 17:00,23,ma,11,2019,17,2,8,993.5,96,0.0,28,1.5,0.09,7800,193,3.04,1.08
1002,ma 11 helmi 2019 18:00,14,ma,11,2019,18,2,8,993.7,97,0.0,27,1.4,1.0,4790,244,2.03,1.04
1003,ma 11 helmi 2019 19:00,9,ma,11,2019,19,2,8,993.9,97,0.0,28,1.1,0.07,1720,263,1.08,1.03
1004,ma 11 helmi 2019 20:00,6,ma,11,2019,20,2,8,993.9,98,0.05,28,0.9,0.06,1350,342,2.02,1.07
1005,ma 11 helmi 2019 21:00,3,ma,11,2019,21,2,8,994.1,98,0.07,28,0.6,0.03,1830,1,2.04,1.05
1006,ma 11 helmi 2019 22:00,1,ma,11,2019,22,2,8,994.2,98,0.08,28,0.5,0.03,2480,345,3.05,1.09
1007,ma 11 helmi 2019 23:00,1,ma,11,2019,23,2,7,994.5,98,0.05,28,0.6,0.03,3340,351,3.09,2.06
1008,ti 12 helmi 2019 00:00,1,ti,12,2019,0,2,7,994.9,98,0.04,28,0.6,0.03,4360,353,4.08,2.08
1009,ti 12 helmi 2019 01:00,1,ti,12,2019,1,2,7,995.3,98,0.04,28,0.7,0.04,6290,352,5.03,3.02
1010,ti 12 helmi 2019 02:00,0,ti,12,2019,2,2,8,995.9,98,0.05,28,0.6,0.03,4030,349,5.02,3.04
1011,ti 12 helmi 2019 03:00,0,ti,12,2019,3,2,7,996.3,98,0.07,28,0.5,0.02,3280,343,5.07,3.07
1012,ti 12 helmi 2019 04:00,3,ti,12,2019,4,2,8,996.7,98,0.03,28,0.5,0.02,6550,340,8.05,5.04
1013,ti 12 helmi 2019 05:00,4,ti,12,2019,5,2,7,997.5,97,0.0,27,0.2,-0.2,8620,335,8.07,6.04
1014,ti 12 helmi 2019 06:00,15,ti,12,2019,6,2,8,998.5,90,0.0,27,-0.3,-1.8,37860,347,10.09,6.01
1015,ti 12 helmi 2019 07:00,36,ti,12,2019,7,2,8,999.6,87,0.0,27,-0.6,-2.5,50000,338,11.04,7.0
1016,ti 12 helmi 2019 08:00,48,ti,12,2019,8,2,7,1000.7,86,0.0,27,-0.8,-2.9,50000,342,8.05,5.01
1017,ti 12 helmi 2019 09:00,28,ti,12,2019,9,2,7,1001.8,85,0.0,27,-1.1,-3.3,50000,332,10.0,6.07
1018,ti 12 helmi 2019 10:00,14,ti,12,2019,10,2,7,1002.9,83,0.0,27,-1.5,-3.9,50000,326,9.04,6.04
1019,ti 12 helmi 2019 11:00,13,ti,12,2019,11,2,1,1003.8,82,0.0,27,-2.2,-4.8,50000,328,9.02,6.03
1020,ti 12 helmi 2019 12:00,7,ti,12,2019,12,2,0,1004.5,75,0.0,27,-1.8,-5.6,48980,326,10.06,7.03
1021,ti 12 helmi 2019 13:00,9,ti,12,2019,13,2,0,1004.9,72,0.0,27,-1.1,-5.4,46440,322,11.0,7.03
1022,ti 12 helmi 2019 14:00,8,ti,12,2019,14,2,0,1005.4,68,0.0,27,-0.5,-5.8,50000,322,10.01,6.03
1023,ti 12 helmi 2019 15:00,29,ti,12,2019,15,2,0,1006.3,69,0.0,27,-0.3,-5.2,50000,313,9.09,6.03
1024,ti 12 helmi 2019 16:00,51,ti,12,2019,16,2,0,1007.0,71,0.0,27,-0.2,-4.8,45050,310,9.08,7.0
1025,ti 12 helmi 2019 17:00,37,ti,12,2019,17,2,0,1007.9,72,0.0,27,-0.4,-4.9,50000,315,10.04,6.08
1026,ti 12 helmi 2019 18:00,24,ti,12,2019,18,2,0,1008.5,76,0.0,27,-1.0,-4.7,50000,308,7.01,5.0
1027,ti 12 helmi 2019 19:00,14,ti,12,2019,19,2,0,1009.4,78,0.0,27,-1.0,-4.4,50000,304,7.09,5.04
1028,ti 12 helmi 2019 20:00,15,ti,12,2019,20,2,0,1010.1,82,0.0,27,-1.5,-4.2,50000,309,6.08,4.07
1029,ti 12 helmi 2019 21:00,5,ti,12,2019,21,2,0,1010.7,82,0.0,27,-1.8,-4.4,50000,307,8.04,6.02
1030,ti 12 helmi 2019 22:00,2,ti,12,2019,22,2,0,1011.3,83,0.0,27,-2.2,-4.6,50000,306,6.02,4.03
1031,ti 12 helmi 2019 23:00,1,ti,12,2019,23,2,0,1011.8,83,0.0,27,-2.7,-5.3,48260,312,7.02,4.06
1032,ke 13 helmi 2019 00:00,0,ke,13,2019,0,2,0,1012.3,83,0.0,27,-3.0,-5.5,49050,300,4.07,3.04
1033,ke 13 helmi 2019 01:00,0,ke,13,2019,1,2,0,1012.5,86,0.0,27,-3.5,-5.6,39420,287,5.0,3.04
1034,ke 13 helmi 2019 02:00,0,ke,13,2019,2,2,0,1012.5,86,0.0,27,-3.5,-5.5,35190,271,5.01,3.02
1035,ke 13 helmi 2019 03:00,0,ke,13,2019,3,2,0,1012.0,85,0.0,27,-3.3,-5.4,33790,258,4.08,3.04
1036,ke 13 helmi 2019 04:00,1,ke,13,2019,4,2,0,1011.4,88,0.0,27,-3.5,-5.2,33100,252,3.08,2.03
1037,ke 13 helmi 2019 05:00,4,ke,13,2019,5,2,1,1010.8,90,0.0,27,-3.2,-4.5,42630,256,4.0,2.04
1038,ke 13 helmi 2019 06:00,24,ke,13,2019,6,2,5,1009.6,93,0.0,27,-2.4,-3.3,36550,213,2.07,1.06
1039,ke 13 helmi 2019 07:00,41,ke,13,2019,7,2,0,1008.5,88,0.0,27,-0.2,-1.9,49930,210,6.06,3.08
1040,ke 13 helmi 2019 08:00,64,ke,13,2019,8,2,7,1007.8,89,0.0,27,0.1,-1.5,39940,208,7.07,4.09
1041,ke 13 helmi 2019 09:00,20,ke,13,2019,9,2,8,1007.0,88,0.0,27,0.0,-1.7,42370,205,9.07,5.02
1042,ke 13 helmi 2019 10:00,18,ke,13,2019,10,2,8,1006.7,95,0.05,28,-0.2,-0.9,1550,201,8.02,4.07
1043,ke 13 helmi 2019 11:00,5,ke,13,2019,11,2,8,1006.4,96,0.05,28,0.0,-0.6,1370,182,7.03,4.05
1044,ke 13 helmi 2019 12:00,16,ke,13,2019,12,2,8,1006.2,96,0.0,29,0.3,-0.3,4920,175,7.0,4.0
1045,ke 13 helmi 2019 13:00,12,ke,13,2019,13,2,8,1006.3,94,0.0,29,0.4,-0.4,11490,176,8.05,5.0
