,Unnamed: 0,Päivämäärä,Kaisaniemi/Eläintarhanlahti,weekday,day,year,hour,month,Clouds,AirPhPa,RHpercent,RainmmH,Snowcm,ToC,DewToC,Visibilitym,Winddirdeg,Gustms,Windms,bikesAvailable,spacesAvailable
2800,2800,ke 7 elo 2019 19:00,116,ke,7,2019,19,8,7,1005.2,80,0.0,0,17.5,14.01,42100,113,7.0,4.05,42.16666666666666,2.5
2801,2801,ke 7 elo 2019 20:00,87,ke,7,2019,20,8,7,1005.3,81,0.0,0,17.3,14.0,42200,112,6.03,4.08,37.25,5.416666666666668
2802,2802,ke 7 elo 2019 21:00,73,ke,7,2019,21,8,7,1005.4,81,0.0,0,17.2,14.0,47610,112,5.04,3.09,26.58333333333333,10.416666666666666
2803,2803,ke 7 elo 2019 22:00,37,ke,7,2019,22,8,7,1005.4,84,0.0,0,17.0,14.03,34520,121,3.08,2.07,9.166666666666666,17.083333333333332
2804,2804,ke 7 elo 2019 23:00,10,ke,7,2019,23,8,3,1005.4,86,0.0,0,16.6,14.03,37630,131,3.0,2.0,3.8333333333333335,19.166666666666668
2805,2805,to 8 elo 2019 00:00,13,to,8,2019,0,8,7,1005.4,86,0.0,0,16.3,14.0,37390,165,2.02,1.04,2.833333333333333,20.166666666666668
2806,2806,to 8 elo 2019 01:00,3,to,8,2019,1,8,5,1005.4,88,0.0,0,16.1,14.01,35180,0,0.0,0.0,2.0,21.0
2807,2807,to 8 elo 2019 02:00,3,to,8,2019,2,8,7,1005.2,89,0.0,0,16.1,14.03,29260,44,2.02,1.05,2.0,21.0
2808,2808,to 8 elo 2019 03:00,2,to,8,2019,3,8,7,1005.2,91,0.0,0,15.5,14.01,25850,350,1.05,1.01,1.0,21.0
2809,2809,to 8 elo 2019 04:00,1,to,8,2019,4,8,1,1005.3,95,0.0,0,14.3,13.05,12700,0,0.0,0.0,1.0,21.0
2810,2810,to 8 elo 2019 05:00,8,to,8,2019,5,8,7,1005.3,97,0.0,0,15.0,14.05,11780,62,1.03,1.0,1.0,21.0
2811,2811,to 8 elo 2019 06:00,41,to,8,2019,6,8,7,1005.3,96,0.0,0,14.9,14.02,10480,77,1.04,1.0,1.0833333333333333,20.916666666666668
2812,2812,to 8 elo 2019 07:00,169,to,8,2019,7,8,7,1005.0,97,0.0,0,15.2,14.07,5610,111,2.08,2.03,2.1666666666666665,19.83333333333333
2813,2813,to 8 elo 2019 08:00,292,to,8,2019,8,8,0,1004.8,95,0.0,0,17.0,16.02,11580,107,2.0,1.04,3.083333333333333,18.916666666666668
2814,2814,to 8 elo 2019 09:00,187,to,8,2019,9,8,3,1004.8,88,0.0,0,17.4,15.04,23690,259,2.08,1.06,2.083333333333333,19.916666666666668
2815,2815,to 8 elo 2019 10:00,112,to,8,2019,10,8,3,1004.8,82,0.0,0,17.7,14.05,28490,199,3.05,2.03,3.8333333333333335,18.166666666666668
2816,2816,to 8 elo 2019 11:00,77,to,8,2019,11,8,3,1004.8,80,0.0,0,18.8,15.01,23100,186,5.04,3.01,2.75,19.25
2817,2817,to 8 elo 2019 12:00,97,to,8,2019,12,8,1,1004.7,76,0.0,0,19.1,14.07,34110,196,5.01,3.03,7.666666666666668,14.333333333333336
2818,2818,to 8 elo 2019 13:00,88,to,8,2019,13,8,0,1004.4,71,0.0,0,19.8,14.05,29930,188,5.0,2.07,8.636363636363637,13.363636363636365
2819,2819,to 8 elo 2019 14:00,127,to,8,2019,14,8,0,1004.2,73,0.0,0,19.8,14.08,29690,177,4.09,3.0,5.583333333333332,16.416666666666668
2820,2820,to 8 elo 2019 16:00,362,to,8,2019,16,8,1,1004.0,79,0.0,0,19.4,15.07,28760,171,5.0,3.05,20.642857142857142,5.857142857142858
2821,2821,to 8 elo 2019 17:00,324,to,8,2019,17,8,3,1004.1,79,0.0,0,19.1,15.04,33480,181,5.0,3.02,42.81818181818182,1.2727272727272727
2822,2822,to 8 elo 2019 18:00,187,to,8,2019,18,8,5,1004.0,84,0.0,0,18.5,15.07,26910,183,5.08,3.09,44.58333333333334,1.0
2823,2823,to 8 elo 2019 19:00,123,to,8,2019,19,8,7,1003.8,82,0.0,0,18.4,15.03,28210,212,4.03,2.09,37.0,5.916666666666668
2824,2824,to 8 elo 2019 20:00,91,to,8,2019,20,8,7,1003.6,82,0.0,0,18.4,15.02,30220,203,4.08,3.01,25.75,12.166666666666664
2825,2825,to 8 elo 2019 21:00,68,to,8,2019,21,8,7,1003.9,84,0.0,0,18.0,15.03,28370,207,2.09,1.08,14.166666666666664,15.75
2826,2826,to 8 elo 2019 22:00,53,to,8,2019,22,8,8,1003.6,88,0.0,0,17.5,15.04,30900,258,2.05,1.08,6.5,17.75
2827,2827,to 8 elo 2019 23:00,15,to,8,2019,23,8,7,1003.6,89,0.0,0,17.0,15.02,22440,335,3.04,2.08,3.0,19.83333333333333
2828,2828,pe 9 elo 2019 00:00,8,pe,9,2019,0,8,8,1003.8,86,0.0,0,16.8,14.04,32610,1,2.07,1.08,0.8333333333333334,21.166666666666668
2829,2829,pe 9 elo 2019 01:00,7,pe,9,2019,1,8,7,1003.8,83,0.0,0,16.4,13.04,36150,346,2.04,1.05,0.0,22.0
2830,2830,pe 9 elo 2019 02:00,2,pe,9,2019,2,8,7,1003.6,85,0.0,0,15.8,13.02,38010,353,2.03,1.05,0.0,22.0
2831,2831,pe 9 elo 2019 03:00,2,pe,9,2019,3,8,1,1003.7,90,0.0,0,15.0,13.04,36610,327,2.01,1.06,0.0,22.0
2832,2832,pe 9 elo 2019 04:00,3,pe,9,2019,4,8,5,1004.0,92,0.0,0,14.5,13.03,37740,335,2.0,1.06,0.0,22.0
2833,2833,pe 9 elo 2019 05:00,9,pe,9,2019,5,8,7,1004.0,92,0.0,0,14.7,13.04,28970,329,2.01,1.05,0.3333333333333333,21.66666666666667
2834,2834,pe 9 elo 2019 06:00,43,pe,9,2019,6,8,5,1004.3,91,0.0,0,14.4,13.0,30870,332,2.09,1.04,1.2727272727272727,20.727272727272727
2835,2835,pe 9 elo 2019 07:00,148,pe,9,2019,7,8,7,1004.6,91,0.0,0,14.9,13.04,27880,20,3.06,1.05,1.0833333333333333,20.916666666666668
2836,2836,pe 9 elo 2019 08:00,245,pe,9,2019,8,8,7,1004.7,85,0.0,0,15.8,13.03,31360,20,3.06,1.09,0.8333333333333334,21.166666666666668
2837,2837,pe 9 elo 2019 09:00,170,pe,9,2019,9,8,7,1005.0,83,0.0,0,16.3,13.04,34360,13,3.05,2.0,2.9166666666666665,19.08333333333333
2838,2838,pe 9 elo 2019 10:00,96,pe,9,2019,10,8,3,1005.3,74,0.0,0,18.3,13.06,34650,44,4.01,2.07,7.75,14.25
2839,2839,pe 9 elo 2019 11:00,103,pe,9,2019,11,8,1,1005.6,72,0.0,0,19.2,13.09,37980,72,4.01,2.08,7.333333333333332,14.666666666666664
2840,2840,pe 9 elo 2019 12:00,79,pe,9,2019,12,8,7,1006.1,69,0.0,0,19.8,14.0,37880,80,4.02,3.0,5.75,16.25
2841,2841,pe 9 elo 2019 13:00,81,pe,9,2019,13,8,7,1006.3,64,0.0,0,20.4,13.03,44520,322,4.0,2.01,8.333333333333334,13.666666666666664
2842,2842,pe 9 elo 2019 14:00,142,pe,9,2019,14,8,3,1006.4,57,0.0,0,21.5,12.07,38550,359,5.03,3.06,10.5,11.5
2843,2843,pe 9 elo 2019 15:00,231,pe,9,2019,15,8,3,1006.5,55,0.0,0,21.1,11.06,40560,29,6.04,1.06,19.2,4.0
2844,2844,pe 9 elo 2019 16:00,284,pe,9,2019,16,8,5,1006.8,67,0.0,0,20.3,14.01,35440,166,5.01,2.02,29.41666666666667,3.083333333333333
2845,2845,pe 9 elo 2019 17:00,173,pe,9,2019,17,8,1,1007.4,68,0.0,0,20.1,14.01,27550,220,6.06,4.05,33.083333333333336,1.75
2846,2846,pe 9 elo 2019 18:00,116,pe,9,2019,18,8,5,1007.7,74,0.0,0,19.9,15.01,30820,233,5.05,3.04,25.33333333333333,8.25
2847,2847,pe 9 elo 2019 19:00,71,pe,9,2019,19,8,7,1008.2,75,0.0,0,19.4,14.09,39430,264,4.08,3.07,17.416666666666668,12.083333333333336
2848,2848,pe 9 elo 2019 20:00,62,pe,9,2019,20,8,5,1008.7,74,0.0,0,18.3,13.05,45750,289,4.05,3.02,10.416666666666666,16.25
2849,2849,pe 9 elo 2019 21:00,44,pe,9,2019,21,8,1,1009.2,73,0.0,0,17.8,13.0,48120,339,1.06,0.06,7.75,17.083333333333332
2850,2850,pe 9 elo 2019 22:00,46,pe,9,2019,22,8,3,1009.8,80,0.0,0,16.9,13.04,36180,144,1.01,0.08,1.818181818181818,20.363636363636363
2851,2851,pe 9 elo 2019 23:00,17,pe,9,2019,23,8,1,1010.4,87,0.0,0,15.6,13.04,40050,337,1.08,1.05,0.16666666666666666,21.83333333333333
2852,2852,la 10 elo 2019 00:00,15,la,10,2019,0,8,1,1010.9,90,0.0,0,15.0,13.04,32780,38,2.01,1.0,2.333333333333333,19.666666666666668
2853,2853,la 10 elo 2019 01:00,10,la,10,2019,1,8,0,1011.2,92,0.0,0,14.4,13.01,31760,326,1.05,0.09,2.6666666666666665,19.33333333333333
2854,2854,la 10 elo 2019 02:00,15,la,10,2019,2,8,0,1011.6,93,0.0,0,13.7,12.06,29670,38,1.04,0.07,0.5,21.5
2855,2855,la 10 elo 2019 03:00,8,la,10,2019,3,8,0,1012.0,95,0.0,0,13.2,12.04,20530,9,0.08,0.05,0.16666666666666666,21.83333333333333
2856,2856,la 10 elo 2019 04:00,4,la,10,2019,4,8,0,1012.0,96,0.0,0,12.8,12.03,18820,37,1.02,0.07,0.25,21.75
2857,2857,la 10 elo 2019 05:00,5,la,10,2019,5,8,0,1012.2,97,0.0,0,12.7,12.02,13830,37,1.02,0.06,0.09090909090909093,21.90909090909091
2858,2858,la 10 elo 2019 06:00,7,la,10,2019,6,8,0,1012.5,97,0.0,0,12.6,12.02,17320,12,1.01,0.06,1.0,21.0
2859,2859,la 10 elo 2019 07:00,12,la,10,2019,7,8,0,1012.9,94,0.0,0,14.2,13.02,27630,89,1.02,0.08,0.4166666666666667,21.58333333333333
2860,2860,la 10 elo 2019 08:00,24,la,10,2019,8,8,0,1013.0,76,0.0,0,18.2,13.09,34640,94,1.08,1.02,0.0,22.0
2861,2861,la 10 elo 2019 09:00,47,la,10,2019,9,8,0,1013.5,75,0.0,0,19.7,15.02,44280,150,3.04,2.02,0.16666666666666666,21.83333333333333
2862,2862,la 10 elo 2019 10:00,70,la,10,2019,10,8,0,1013.8,71,0.0,0,20.4,15.0,41950,177,3.09,2.03,0.6363636363636364,21.363636363636363
2863,2863,la 10 elo 2019 11:00,79,la,10,2019,11,8,0,1014.0,68,0.0,0,20.3,14.01,35300,172,3.09,2.05,2.75,19.25
2864,2864,la 10 elo 2019 12:00,118,la,10,2019,12,8,0,1013.9,58,0.0,0,21.0,12.04,40320,147,4.04,2.07,3.75,18.25
2865,2865,la 10 elo 2019 13:00,101,la,10,2019,13,8,0,1013.8,64,0.0,0,21.5,14.03,41160,140,4.03,2.07,4.75,17.25
2866,2866,la 10 elo 2019 14:00,105,la,10,2019,14,8,0,1013.9,65,0.0,0,21.8,14.09,38570,186,4.09,3.03,4.916666666666667,17.083333333333332
2867,2867,la 10 elo 2019 15:00,148,la,10,2019,15,8,0,1014.1,62,0.0,0,21.2,13.07,49990,183,5.05,3.01,8.25,13.75
2868,2868,la 10 elo 2019 16:00,117,la,10,2019,16,8,0,1013.6,59,0.0,0,20.6,12.02,38850,172,3.07,2.04,12.166666666666664,9.833333333333334
2869,2869,la 10 elo 2019 17:00,86,la,10,2019,17,8,0,1013.3,51,0.0,0,21.0,10.05,49250,205,3.05,1.09,2.583333333333333,19.416666666666668
2870,2870,la 10 elo 2019 18:00,96,la,10,2019,18,8,0,1013.1,60,0.0,0,20.1,12.01,48370,157,3.07,2.03,1.3333333333333333,20.666666666666668
2871,2871,la 10 elo 2019 19:00,71,la,10,2019,19,8,1,1012.9,77,0.0,0,19.2,15.01,50000,150,4.05,3.02,4.416666666666667,17.583333333333332
2872,2872,la 10 elo 2019 20:00,52,la,10,2019,20,8,1,1012.8,79,0.0,0,18.9,15.02,46970,163,5.01,3.02,3.083333333333333,18.916666666666668
2873,2873,la 10 elo 2019 21:00,40,la,10,2019,21,8,3,1012.8,79,0.0,0,18.9,15.03,35170,168,5.02,3.02,2.75,19.25
2874,2874,la 10 elo 2019 22:00,30,la,10,2019,22,8,1,1012.8,79,0.0,0,18.7,15.0,39420,161,3.09,2.03,0.9166666666666666,21.08333333333333
2875,2875,la 10 elo 2019 23:00,14,la,10,2019,23,8,7,1012.7,78,0.0,0,18.7,14.08,40470,133,3.05,2.05,0.5,21.5
2876,2876,su 11 elo 2019 00:00,14,su,11,2019,0,8,7,1012.3,79,0.0,0,18.5,14.07,32560,120,3.0,2.02,0.0,22.0
2877,2877,su 11 elo 2019 01:00,18,su,11,2019,1,8,7,1012.0,87,0.0,0,18.8,16.06,29650,167,4.02,2.06,1.3333333333333333,20.666666666666668
2878,2878,su 11 elo 2019 02:00,12,su,11,2019,2,8,7,1011.7,82,0.0,0,19.0,15.09,42070,183,4.09,2.04,3.333333333333333,18.666666666666668
2879,2879,su 11 elo 2019 03:00,9,su,11,2019,3,8,7,1011.3,86,0.0,0,18.6,16.01,28380,175,4.07,2.08,0.25,21.75
2880,2880,su 11 elo 2019 04:00,7,su,11,2019,4,8,3,1011.0,83,0.0,0,18.0,15.0,43180,169,5.0,3.04,0.0,22.0
2881,2881,su 11 elo 2019 05:00,4,su,11,2019,5,8,5,1010.5,82,0.0,0,18.1,15.0,43120,158,4.02,2.08,0.0,22.0
2882,2882,su 11 elo 2019 06:00,6,su,11,2019,6,8,1,1010.2,83,0.0,0,17.9,14.09,42150,128,4.01,2.06,0.0,22.0
2883,2883,su 11 elo 2019 07:00,6,su,11,2019,7,8,7,1009.8,88,0.0,0,18.1,16.0,22410,146,5.08,3.08,0.0,22.0
2884,2884,su 11 elo 2019 08:00,4,su,11,2019,8,8,5,1009.7,84,0.0,0,18.3,15.06,38460,167,8.03,4.05,0.08333333333333333,21.91666666666667
2885,2885,su 11 elo 2019 09:00,19,su,11,2019,9,8,7,1009.8,84,0.0,0,18.1,15.03,42380,195,7.03,4.03,0.5,21.5
2886,2886,su 11 elo 2019 10:00,22,su,11,2019,10,8,5,1009.4,78,0.0,0,17.6,13.07,26280,166,10.06,6.04,0.8333333333333334,21.166666666666668
2887,2887,su 11 elo 2019 11:00,19,su,11,2019,11,8,7,1009.3,86,1.0,0,16.5,14.01,24240,136,7.07,4.01,0.4166666666666667,21.58333333333333
2888,2888,su 11 elo 2019 13:00,23,su,11,2019,13,8,8,1008.9,90,0.0,0,16.7,15.0,33800,139,9.03,5.02,0.4166666666666667,21.58333333333333
2889,2889,su 11 elo 2019 14:00,17,su,11,2019,14,8,8,1008.9,94,0.0,0,16.3,15.03,20340,161,12.03,7.06,2.6666666666666665,19.33333333333333
2890,2890,su 11 elo 2019 15:00,33,su,11,2019,15,8,7,1008.4,96,10.07,0,16.5,15.09,2280,144,8.06,4.09,2.5,19.5
2891,2891,su 11 elo 2019 16:00,46,su,11,2019,16,8,5,1008.6,90,0.0,0,19.1,17.04,19910,192,8.03,4.08,0.8333333333333334,21.166666666666668
2892,2892,su 11 elo 2019 17:00,57,su,11,2019,17,8,5,1008.8,86,0.0,0,19.3,16.09,15360,213,7.03,4.0,11.25,10.75
2893,2893,su 11 elo 2019 18:00,71,su,11,2019,18,8,7,1008.6,85,0.0,0,19.2,16.05,17990,198,6.05,3.09,17.916666666666668,4.083333333333333
2894,2894,su 11 elo 2019 19:00,60,su,11,2019,19,8,7,1008.6,84,0.0,0,19.1,16.04,18430,198,6.04,3.08,11.416666666666664,10.583333333333334
2895,2895,su 11 elo 2019 20:00,33,su,11,2019,20,8,7,1009.0,87,0.0,0,18.7,16.05,18060,191,7.09,3.07,2.833333333333333,19.166666666666668
2896,2896,su 11 elo 2019 21:00,30,su,11,2019,21,8,7,1009.2,88,0.0,0,18.6,16.05,20460,218,8.0,4.08,1.0,21.0
2897,2897,su 11 elo 2019 22:00,15,su,11,2019,22,8,7,1009.3,89,0.0,0,18.3,16.04,18020,210,8.04,4.05,1.4166666666666667,20.58333333333333
2898,2898,su 11 elo 2019 23:00,10,su,11,2019,23,8,7,1009.6,89,0.0,0,18.2,16.03,16080,208,6.06,3.05,0.4166666666666667,21.58333333333333
2899,2899,ma 12 elo 2019 00:00,12,ma,12,2019,0,8,3,1009.7,90,0.0,0,18.0,16.03,18390,207,8.01,4.04,0.0,22.0
2900,2900,ma 12 elo 2019 01:00,5,ma,12,2019,1,8,1,1009.8,92,0.0,0,17.8,16.06,14960,209,7.02,4.03,0.0,22.0
2901,2901,ma 12 elo 2019 02:00,0,ma,12,2019,2,8,7,1010.0,91,0.0,0,18.1,16.06,15500,210,9.0,5.04,0.0,22.0
2902,2902,ma 12 elo 2019 03:00,1,ma,12,2019,3,8,7,1010.2,91,0.0,0,18.1,16.06,15550,216,8.0,5.03,0.0,22.0
2903,2903,ma 12 elo 2019 04:00,1,ma,12,2019,4,8,7,1010.1,91,0.0,0,18.0,16.05,14370,226,7.06,4.0,0.0,22.0
2904,2904,ma 12 elo 2019 05:00,16,ma,12,2019,5,8,5,1010.1,90,0.0,0,17.9,16.02,14350,220,7.09,4.09,0.6666666666666666,21.33333333333333
2905,2905,ma 12 elo 2019 06:00,60,ma,12,2019,6,8,7,1010.0,91,0.0,0,18.0,16.06,14370,221,5.04,3.04,2.4166666666666665,19.58333333333333
2906,2906,ma 12 elo 2019 07:00,229,ma,12,2019,7,8,7,1010.4,89,0.0,0,18.3,16.05,21210,249,7.01,4.02,1.1666666666666667,20.83333333333333
2907,2907,ma 12 elo 2019 08:00,379,ma,12,2019,8,8,7,1010.5,86,0.0,0,18.5,16.01,33890,235,4.08,2.05,0.3333333333333333,21.66666666666667
2908,2908,ma 12 elo 2019 09:00,216,ma,12,2019,9,8,7,1010.9,81,0.0,0,18.9,15.06,32480,228,4.08,3.0,0.5833333333333334,21.416666666666668
2909,2909,ma 12 elo 2019 10:00,128,ma,12,2019,10,8,7,1011.0,85,0.0,0,18.9,16.04,17970,217,9.06,6.0,0.7272727272727273,21.272727272727273
2910,2910,ma 12 elo 2019 11:00,90,ma,12,2019,11,8,3,1011.4,85,0.0,0,19.4,16.08,20180,217,9.0,6.03,0.4166666666666667,21.58333333333333
2911,2911,ma 12 elo 2019 12:00,71,ma,12,2019,12,8,3,1011.5,80,0.0,0,19.8,16.02,18480,209,8.02,5.05,3.083333333333333,19.416666666666668
2912,2912,ma 12 elo 2019 13:00,84,ma,12,2019,13,8,7,1011.2,84,0.0,0,19.2,16.04,20290,193,7.01,3.09,8.833333333333334,14.166666666666664
2913,2913,ma 12 elo 2019 14:00,110,ma,12,2019,14,8,1,1011.2,77,0.0,0,20.4,16.03,21920,223,10.0,6.03,16.727272727272727,5.454545454545454
2914,2914,ma 12 elo 2019 15:00,207,ma,12,2019,15,8,3,1011.1,81,0.0,0,19.9,16.06,22060,216,10.02,6.08,22.91666666666667,1.5
2915,2915,ma 12 elo 2019 16:00,389,ma,12,2019,16,8,7,1010.8,78,0.0,0,19.8,15.09,22540,227,8.05,4.08,32.083333333333336,1.3333333333333333
2916,2916,ma 12 elo 2019 17:00,346,ma,12,2019,17,8,1,1010.6,78,0.0,0,19.7,15.08,23540,234,9.04,5.0,54.08333333333334,1.25
2917,2917,ma 12 elo 2019 18:00,185,ma,12,2019,18,8,5,1010.7,75,0.0,0,19.1,14.06,25860,221,11.0,6.03,50.3,3.7
2918,2918,ma 12 elo 2019 19:00,105,ma,12,2019,19,8,7,1010.2,82,0.0,0,18.2,15.01,29810,219,10.04,5.04,37.083333333333336,8.5
2919,2919,ma 12 elo 2019 20:00,91,ma,12,2019,20,8,7,1010.2,78,0.0,0,17.8,13.09,31340,220,9.08,5.02,25.08333333333333,12.583333333333336
2920,2920,ma 12 elo 2019 21:00,59,ma,12,2019,21,8,7,1010.0,83,0.0,0,17.3,14.04,37330,222,8.03,4.06,13.416666666666664,17.5
2921,2921,ma 12 elo 2019 22:00,21,ma,12,2019,22,8,7,1009.9,84,0.0,0,17.1,14.04,40250,217,7.07,4.09,1.75,21.25
2922,2922,ma 12 elo 2019 23:00,6,ma,12,2019,23,8,5,1009.9,85,0.0,0,16.9,14.03,30900,226,7.04,3.05,1.75,21.25
2923,2923,ti 13 elo 2019 00:00,6,ti,13,2019,0,8,5,1009.6,88,0.0,0,16.7,14.06,30420,232,5.05,3.04,0.16666666666666666,22.0
2924,2924,ti 13 elo 2019 01:00,2,ti,13,2019,1,8,1,1009.7,87,0.0,0,16.8,14.06,32000,245,6.08,3.09,0.6666666666666666,21.33333333333333
2925,2925,ti 13 elo 2019 02:00,3,ti,13,2019,2,8,5,1009.6,89,0.0,0,16.9,15.01,27680,221,5.05,3.01,0.5,21.5
2926,2926,ti 13 elo 2019 03:00,0,ti,13,2019,3,8,7,1009.4,90,0.0,0,16.8,15.02,22790,210,5.08,3.03,0.0,22.0
2927,2927,ti 13 elo 2019 04:00,3,ti,13,2019,4,8,7,1008.9,88,0.0,0,16.9,14.09,26960,212,5.02,3.04,0.0,22.0
2928,2928,ti 13 elo 2019 05:00,18,ti,13,2019,5,8,5,1008.5,90,0.0,0,16.5,14.08,21670,208,5.09,3.09,0.5833333333333334,21.416666666666668
2929,2929,ti 13 elo 2019 06:00,61,ti,13,2019,6,8,8,1008.3,90,0.0,0,16.6,15.0,23530,206,6.01,4.03,1.3333333333333333,20.666666666666668
2930,2930,ti 13 elo 2019 07:00,235,ti,13,2019,7,8,7,1008.4,88,0.0,0,16.6,14.06,24810,207,5.09,3.02,1.818181818181818,20.181818181818183
2931,2931,ti 13 elo 2019 08:00,398,ti,13,2019,8,8,8,1008.4,88,0.0,0,16.9,14.09,20140,221,6.06,4.03,0.6666666666666666,21.58333333333333
2932,2932,ti 13 elo 2019 09:00,229,ti,13,2019,9,8,8,1008.3,88,0.0,0,16.7,14.07,22620,225,6.03,4.04,1.8333333333333333,20.166666666666668
2933,2933,ti 13 elo 2019 10:00,97,ti,13,2019,10,8,7,1008.3,86,0.0,0,17.4,15.01,23410,214,6.05,3.08,2.0,20.08333333333333
2934,2934,ti 13 elo 2019 11:00,81,ti,13,2019,11,8,7,1008.1,80,0.0,0,18.3,14.08,20080,223,7.08,4.09,6.0,16.0
2935,2935,ti 13 elo 2019 12:00,93,ti,13,2019,12,8,5,1007.7,80,0.0,0,19.5,16.01,24250,218,7.04,3.08,11.166666666666664,10.833333333333336
2936,2936,ti 13 elo 2019 13:00,93,ti,13,2019,13,8,7,1007.4,81,0.0,0,18.8,15.06,26250,205,7.04,4.07,11.5,10.5
2937,2937,ti 13 elo 2019 14:00,106,ti,13,2019,14,8,7,1007.3,76,0.0,0,19.4,15.01,23130,200,8.05,5.07,7.083333333333332,14.916666666666664
2938,2938,ti 13 elo 2019 15:00,248,ti,13,2019,15,8,1,1007.4,72,0.0,0,19.6,14.05,27190,206,9.01,6.04,12.333333333333336,9.666666666666666
2939,2939,ti 13 elo 2019 16:00,414,ti,13,2019,16,8,1,1007.1,72,0.0,0,19.9,14.08,31110,216,8.06,5.02,28.66666666666667,1.3333333333333333
2940,2940,ti 13 elo 2019 17:00,354,ti,13,2019,17,8,1,1006.8,78,0.0,0,19.4,15.05,25450,207,7.06,5.01,30.33333333333333,5.916666666666668
2941,2941,ti 13 elo 2019 18:00,201,ti,13,2019,18,8,0,1006.8,81,0.0,0,19.6,16.02,26820,195,8.0,4.04,20.08333333333333,9.166666666666666
2942,2942,ti 13 elo 2019 19:00,186,ti,13,2019,19,8,5,1006.8,77,0.0,0,19.4,15.02,40280,217,9.0,5.09,10.75,14.166666666666664
2943,2943,ti 13 elo 2019 20:00,101,ti,13,2019,20,8,0,1006.9,71,0.0,0,18.9,13.06,39250,223,7.06,4.06,1.8333333333333333,20.416666666666668
2944,2944,ti 13 elo 2019 21:00,70,ti,13,2019,21,8,0,1006.9,77,0.0,0,18.1,14.0,32430,228,7.06,4.07,0.5833333333333334,21.416666666666668
2945,2945,ti 13 elo 2019 22:00,30,ti,13,2019,22,8,0,1006.8,79,0.0,0,17.5,13.09,31830,246,6.03,4.0,0.0,22.0
2946,2946,ti 13 elo 2019 23:00,10,ti,13,2019,23,8,0,1007.0,81,0.0,0,17.2,14.0,27120,245,5.08,3.05,0.0,22.0
2947,2947,ke 14 elo 2019 00:00,2,ke,14,2019,0,8,0,1007.4,83,0.0,0,17.2,14.03,39700,235,6.05,3.07,1.0,21.0
2948,2948,ke 14 elo 2019 01:00,6,ke,14,2019,1,8,1,1007.2,80,0.0,0,17.1,13.07,33180,244,8.02,4.04,1.0,21.0
2949,2949,ke 14 elo 2019 02:00,1,ke,14,2019,2,8,1,1007.1,81,0.0,0,17.2,13.09,28400,228,6.05,3.07,1.0,21.0
2950,2950,ke 14 elo 2019 03:00,2,ke,14,2019,3,8,3,1006.8,84,0.0,0,17.3,14.06,28500,227,7.03,3.09,1.0,21.0
2951,2951,ke 14 elo 2019 04:00,2,ke,14,2019,4,8,5,1006.5,88,0.0,0,16.8,14.08,25560,206,9.0,5.02,1.0,21.0
2952,2952,ke 14 elo 2019 05:00,10,ke,14,2019,5,8,7,1006.2,92,1.03,0,16.5,15.02,17920,211,7.09,4.0,1.0,21.0
2953,2953,ke 14 elo 2019 06:00,51,ke,14,2019,6,8,7,1006.2,87,0.0,0,16.2,14.0,42870,218,7.01,4.07,0.75,21.25
2954,2954,ke 14 elo 2019 07:00,189,ke,14,2019,7,8,7,1006.2,87,0.0,0,16.8,14.07,35060,214,7.01,4.0,0.09090909090909093,21.90909090909091
2955,2955,ke 14 elo 2019 08:00,251,ke,14,2019,8,8,5,1006.0,86,0.0,0,16.9,14.06,37890,213,9.02,5.0,0.3333333333333333,21.66666666666667
2956,2956,ke 14 elo 2019 09:00,153,ke,14,2019,9,8,7,1006.5,81,0.0,0,16.7,13.05,31070,227,11.01,6.07,1.8333333333333333,20.166666666666668
2957,2957,ke 14 elo 2019 10:00,73,ke,14,2019,10,8,5,1006.1,68,0.0,0,17.8,11.08,42880,247,6.09,3.08,3.083333333333333,19.25
2958,2958,ke 14 elo 2019 11:00,73,ke,14,2019,11,8,1,1006.7,69,0.0,0,17.7,11.08,49270,234,8.09,6.01,6.25,16.75
2959,2959,ke 14 elo 2019 12:00,89,ke,14,2019,12,8,3,1007.0,70,0.0,0,18.6,13.0,41470,237,10.0,6.03,7.25,15.75
2960,2960,ke 14 elo 2019 13:00,100,ke,14,2019,13,8,1,1007.2,60,0.0,0,18.9,11.0,35490,229,9.07,5.09,10.25,12.0
2961,2961,ke 14 elo 2019 14:00,80,ke,14,2019,14,8,1,1007.3,66,0.0,0,19.2,12.06,32880,223,10.06,7.0,8.916666666666666,13.083333333333336
2962,2962,ke 14 elo 2019 15:00,201,ke,14,2019,15,8,1,1007.5,61,0.0,0,18.7,11.02,39010,228,12.04,7.03,7.583333333333332,14.75
2963,2963,ke 14 elo 2019 16:00,299,ke,14,2019,16,8,1,1007.3,61,0.0,0,19.1,11.04,42170,236,12.05,6.07,13.0,10.166666666666666
2964,2964,ke 14 elo 2019 17:00,274,ke,14,2019,17,8,0,1007.3,60,0.0,0,18.9,11.01,42200,230,12.05,7.02,24.91666666666667,3.6666666666666665
2965,2965,ke 14 elo 2019 18:00,177,ke,14,2019,18,8,1,1007.6,59,0.0,0,18.6,10.04,45280,230,10.09,6.08,18.33333333333333,6.833333333333332
2966,2966,ke 14 elo 2019 19:00,107,ke,14,2019,19,8,3,1007.7,65,0.0,0,17.6,11.0,39680,238,10.02,5.07,2.5,17.25
